"indicacao_para_doenca","hipogonadismo"
"indicacao_para_doenca","hipogonadismo"
"contra_indicado_para_doenca","câncer de próstata"
"contra_indicado_para_doenca","Hipersensibilidade"
"contra_indicado_para_doenca","Carcinoma"
"contra_indicado_para_doenca","Insuficiência cardíaca"
"provoca_reacao_doenca","depressão"
"provoca_reacao_doenca","icterícia"
"provoca_reacao_doenca","hipersensibilidade"
"provoca_reacao_doenca","ginecomastia"
"provoca_reacao_doenca","oligospermia"
"provoca_reacao_doenca","hirsutismo"
"provoca_reacao_doenca","acne"
"provoca_reacao_sintoma","náusea"
"provoca_reacao_doenca","icterícia"
"provoca_reacao_doenca","hepatite"
"provoca_reacao_sintoma","ansiedade"
"provoca_reacao_doenca","ansiedade"
"provoca_reacao_doenca","depressão"
"provoca_reacao_doenca","parestesia"
"provoca_reacao_sintoma","parestesia"
