"interacao","DERMOMAX"
"interacao","lidocaína"
"interacao","DERMOMAX"
"interacao","lidocaína"
"interacao","lidocaína"
"interacao","DERMOMAX"
"interacao","lidocaína"
"interacao","DERMOMAX"
"interacao","lidocaína"
"interacao","DERMOMAX"
"interacao","lidocaína"
"interacao","DERMOMAX"
"interacao","lidocaína"
"reacao","urticária"
"reacao","eritema"
"reacao","eritema"
"reacao","urticária"
"reacao","depressão"
"reacao","tontura"
"reacao","vertigem"
"reacao","depressão"
"reacao","parada respiratória"
"reacao","bradicardia"
"reacao","hipotensão"
